/api/products/getAll || Status: Successfully accessed  || Date: 15/9/2023 || Time: 14:9:36 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:7:21 BST
/api/products/filterProducts?search=Tanaka || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:9:14 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:9:37 BST
/api/admin/editBookData || Status: Product is not defined || Date: 18/9/2023 || Time: 23:9:37 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:9:58 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:10:40 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:13:45 BST
/api/admin/editBookData || Status: error is not defined || Date: 18/9/2023 || Time: 23:13:46 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:14:22 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:15:14 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:21:29 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:22:58 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:24:42 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:25:17 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:27:53 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:30:57 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:42:54 BST
/api/admin/addNewBook || Status: error is not defined || Date: 18/9/2023 || Time: 23:42:54 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:43:27 BST
/api/products/filterProducts?search=My%20Journey || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:44:10 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:45:1 BST
/api/admin/addNewBook || Status: books validation failed: author: author name was not provided, stock: stock was not provided, price: price was not provided, name: name was not provided || Date: 18/9/2023 || Time: 23:45:2 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:46:9 BST
/api/admin/addNewBook || Status: books validation failed: author: author name was not provided, stock: stock was not provided, price: price was not provided, name: name was not provided || Date: 18/9/2023 || Time: 23:46:10 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:47:6 BST
/api/admin/addNewBook || Status: books validation failed: author: author name was not provided, stock: stock was not provided, price: price was not provided, name: name was not provided || Date: 18/9/2023 || Time: 23:47:6 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:47:29 BST
/api/admin/addNewBook || Status: ValidationError: author: author name was not provided, stock: stock was not provided, price: price was not provided, name: name was not provided || Date: 18/9/2023 || Time: 23:47:29 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:48:56 BST
/api/admin/addNewBook || Status: books validation failed: author: author name was not provided, stock: stock was not provided, price: price was not provided, name: name was not provided || Date: 18/9/2023 || Time: 23:48:59 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:50:45 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 18/9/2023 || Time: 23:51:18 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:6:21 BST
/api/products/getAll || Status: ISODate is not defined || Date: 19/9/2023 || Time: 1:6:21 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:6:35 BST
/api/products/getAll || Status: isoDate is not defined || Date: 19/9/2023 || Time: 1:6:36 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:11:10 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:12:14 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:17:35 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:17:53 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:18:26 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:19:5 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:19:47 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:21:12 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:21:37 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:22:1 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:22:23 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:37:43 BST
/api/admin/addDiscount || Status: user is not defined || Date: 19/9/2023 || Time: 1:37:44 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:37:56 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:39:17 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:39:38 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:40:41 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:42:2 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:42:22 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 1:45:48 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 19/9/2023 || Time: 2:0:53 BST
/api/admin/addNewBook || Status: newDate is not defined || Date: 19/9/2023 || Time: 2:0:53 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 19/9/2023 || Time: 2:1:14 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 19/9/2023 || Time: 2:1:44 BST
/api/user/addFund || Status: Successfully accessed  || Date: 19/9/2023 || Time: 8:18:53 BST
/api/user/addFund || Status: Successfully accessed  || Date: 19/9/2023 || Time: 8:18:59 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 8:33:44 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 8:34:38 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 8:40:10 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:4:11 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:4:37 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:8:50 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:9:20 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:10:10 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:10:23 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:11:7 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:12:35 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:14:17 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:17:19 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:17:44 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:26:34 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:30:7 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:30:42 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:30:54 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:31:19 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:31:31 BST
/api/admin/addDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:31:48 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:31:59 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:36:7 BST
/api/products/getAll || Status: discount is not defined || Date: 19/9/2023 || Time: 9:36:11 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:36:30 BST
/api/products/getAll || Status: discounts is not defined || Date: 19/9/2023 || Time: 9:36:31 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:36:51 BST
/api/products/getAll || Status: Cannot read properties of undefined (reading '0') || Date: 19/9/2023 || Time: 9:36:52 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:39:34 BST
/api/products/getAll || Status: discount is not defined || Date: 19/9/2023 || Time: 9:39:35 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:39:56 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 9:41:17 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 10:11:12 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 10:11:45 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 10:27:2 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 10:28:13 BST
/api/cart/checkOut || Status: Transaction validation failed: total: Path `total` is required. || Date: 19/9/2023 || Time: 10:28:14 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 10:28:34 BST
/api/cart/checkOut || Status: ValidationError: total: Path `total` is required. || Date: 19/9/2023 || Time: 10:28:36 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 10:30:7 BST
/api/cart/checkOut || Status: ValidationError: total: Path `total` is required. || Date: 19/9/2023 || Time: 10:30:8 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 10:32:39 BST
/api/cart/checkOut || Status: ValidationError: total: Cast to Number failed for value "Promise { <pending> }" (type Promise) at path "total" || Date: 19/9/2023 || Time: 10:32:41 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 10:33:36 BST
/api/cart/checkOut || Status: ValidationError: total: Cast to Number failed for value "Promise { <pending> }" (type Promise) at path "total" || Date: 19/9/2023 || Time: 10:33:38 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 10:35:50 BST
/api/cart/checkOut || Status: ValidationError: total: Cast to Number failed for value "Promise { <pending> }" (type Promise) at path "total" || Date: 19/9/2023 || Time: 10:35:53 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 10:46:22 BST
/api/cart/checkOut || Status: ValidationError: total: Cast to Number failed for value "[ Promise { 9.99 } ]" (type Array) at path "total" || Date: 19/9/2023 || Time: 10:46:24 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 10:47:37 BST
/api/cart/checkOut || Status: ValidationError: total: Cast to Number failed for value "[ Promise { 9.99 } ]" (type Array) at path "total" || Date: 19/9/2023 || Time: 10:47:40 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 10:54:25 BST
/api/cart/checkOut || Status: ReferenceError: cart is not defined || Date: 19/9/2023 || Time: 10:54:26 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 10:58:24 BST
/api/cart/checkOut || Status: ReferenceError: cartId is not defined || Date: 19/9/2023 || Time: 10:58:26 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 10:59:19 BST
/api/cart/checkOut || Status: ValidationError: balance: Cast to Number failed for value "NaN" (type number) at path "balance" || Date: 19/9/2023 || Time: 10:59:25 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:0:25 BST
/api/cart/checkOut || Status: ValidationError: balance: Cast to Number failed for value "NaN" (type number) at path "balance" || Date: 19/9/2023 || Time: 11:0:27 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:1:50 BST
/api/cart/checkOut || Status: ValidationError: balance: Cast to Number failed for value "NaN" (type number) at path "balance" || Date: 19/9/2023 || Time: 11:1:52 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:3:38 BST
/api/cart/checkOut || Status: ValidationError: balance: Cast to Number failed for value "NaN" (type number) at path "balance" || Date: 19/9/2023 || Time: 11:3:40 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:7:22 BST
/api/cart/checkOut || Status: ReferenceError: newTransaction is not defined || Date: 19/9/2023 || Time: 11:7:24 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:7:43 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:8:58 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:9:12 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:10:19 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:10:26 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:13:33 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:13:37 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:13:48 BST
/api/cart/checkOut || Status: ReferenceError: validDiscounts is not defined || Date: 19/9/2023 || Time: 11:13:50 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:14:19 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:15:52 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:16:5 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:16:10 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:17:43 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:19:41 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:19:50 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:21:8 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:21:18 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:21:25 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:30:19 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:30:27 BST
/api/cart/checkOut || Status: TypeError: totalPrice.reduce is not a function || Date: 19/9/2023 || Time: 11:30:28 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:33:34 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:33:39 BST
/api/cart/checkOut || Status: TypeError: totalPrice.reduce is not a function || Date: 19/9/2023 || Time: 11:33:41 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:35:36 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:35:44 BST
/api/cart/checkOut || Status: ReferenceError: total is not defined || Date: 19/9/2023 || Time: 11:35:46 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:36:46 BST
/api/cart/checkOut || Status: ReferenceError: total is not defined || Date: 19/9/2023 || Time: 11:36:49 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:37:13 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:40:3 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:40:7 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:44:33 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:44:37 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:44:39 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:44:43 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:45:21 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:47:33 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:47:37 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:48:5 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:48:9 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:48:59 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:49:3 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:55:30 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:55:58 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 11:56:5 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 12:3:1 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 12:3:8 BST
/api/cart/getCartById || Status: userCity is not defined || Date: 19/9/2023 || Time: 12:3:16 BST
/api/cart/getCartById || Status: currentTime is not defined || Date: 19/9/2023 || Time: 12:4:3 BST
/api/cart/removeFromCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 12:18:19 BST
/api/cart/removeFromCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 12:18:33 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 12:23:33 BST
/api/cart/removeFromCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 12:23:43 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 12:28:55 BST
/api/cart/removeFromCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 12:28:58 BST
/api/cart/removeFromCart || Status: calculateTotalPrice is not defined || Date: 19/9/2023 || Time: 12:28:59 BST
/api/cart/removeFromCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 13:17:49 BST
/api/cart/removeFromCart || Status: Cannot read properties of undefined (reading 'calculateTotalPrice') || Date: 19/9/2023 || Time: 13:17:50 BST
/api/cart/removeFromCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 13:24:50 BST
/api/cart/removeFromCart || Status: returnObject is not defined || Date: 19/9/2023 || Time: 13:24:54 BST
/api/cart/removeFromCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 13:25:55 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:18:0 BST
/api/products/getAll || Status: userId is not defined || Date: 19/9/2023 || Time: 14:18:0 BST
/api/products/getAll || Status: userId is not defined || Date: 19/9/2023 || Time: 14:18:20 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:18:20 BST
/api/products/getAll || Status: userId is not defined || Date: 19/9/2023 || Time: 14:18:57 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:18:57 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:19:58 BST
/api/products/getAll || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:26:30 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:29:49 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:31:8 BST
/api/products/getAllwithDiscount || Status: TypeError: Assignment to constant variable. || Date: 19/9/2023 || Time: 14:31:8 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:31:31 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:38:10 BST
/api/products/getAllwithDiscount || Status: CastError: Cast to ObjectId failed for value "" (type string) at path "_id" for model "User" || Date: 19/9/2023 || Time: 14:38:15 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:38:15 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:39:39 BST
/api/products/getAllwithDiscount || Status: CastError: Cast to ObjectId failed for value "" (type string) at path "_id" for model "User" || Date: 19/9/2023 || Time: 14:39:39 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:39:58 BST
/api/products/getAllwithDiscount || Status: TypeError: Cannot read properties of null (reading 'city') || Date: 19/9/2023 || Time: 14:39:59 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:41:24 BST
/api/products/getAllwithDiscount || Status: TypeError: Cannot read properties of null (reading 'city') || Date: 19/9/2023 || Time: 14:41:24 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:43:15 BST
/api/products/getAllwithDiscount || Status: TypeError: Cannot read properties of null (reading 'city') || Date: 19/9/2023 || Time: 14:43:18 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:44:24 BST
/api/products/getAllwithDiscount || Status: TypeError: Cannot read properties of null (reading 'city') || Date: 19/9/2023 || Time: 14:44:25 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:44:45 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:46:34 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:46:42 BST
/api/products/filterProducts?stockFill=higher&releaseDateFill=higher&priceFill=higher&authorNames=Jim%20bhai,Masashi%20Kishimoto&price=1&page=1&sortParams=price&stock=40&releaseDate=2000&search=masa&limit=3&sortOrder=asc || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:48:36 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:51:10 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:51:18 BST
/api/products/getAllwithDiscount || Status: TypeError: Cannot read properties of null (reading 'city') || Date: 19/9/2023 || Time: 14:51:18 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:54:2 BST
/api/products/getAllwithDiscount || Status: TypeError: Cannot read properties of null (reading 'city') || Date: 19/9/2023 || Time: 14:54:2 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:55:5 BST
/api/products/getAllwithDiscount || Status: TypeError: Cannot read properties of null (reading 'city') || Date: 19/9/2023 || Time: 14:55:5 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:56:14 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:56:22 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:56:34 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:56:44 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 14:57:57 BST
/api/products/getAllwithDiscount || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:27:0 BST
/api/review/addReview || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:30:39 BST
/api/review/addReview || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:30:55 BST
/api/user/addFund || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:39:47 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:40:14 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:40:27 BST
/api/review/addReview || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:41:6 BST
/api/cart/addToCart || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:42:7 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:42:10 BST
/api/cart/checkOut || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:42:22 BST
/api/review/addReview || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:42:40 BST
/api/review/addReview || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:42:49 BST
/api/review/addReview || Status: Review validation failed: reviews.0.reviewMessage: Path `reviewMessage` is required. || Date: 19/9/2023 || Time: 15:42:51 BST
/api/review/getReviewByProduct || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:48:50 BST
/api/review/getReviewByProduct || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:49:47 BST
/api/review/getReviewByProduct || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:50:57 BST
/api/review/getReviewByProduct || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:51:17 BST
/api/review/getReviewByProduct || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:51:23 BST
/api/review/getReviewByProduct || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:52:4 BST
/api/review/getReviewByProduct || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:52:53 BST
/api/review/getReviewByProduct || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:54:21 BST
/api/review/getReviewByProduct || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:55:28 BST
/api/review/getReviewByProduct || Status: Successfully accessed  || Date: 19/9/2023 || Time: 15:58:37 BST
/api/user/addFund || Status: Successfully accessed  || Date: 19/9/2023 || Time: 16:26:40 BST
/api/user/addFund || Status: Successfully accessed  || Date: 19/9/2023 || Time: 16:31:16 BST
/api/admin/updateUserData || Status: Successfully accessed  || Date: 19/9/2023 || Time: 16:57:19 BST
/api/admin/updateUserData || Status: Successfully accessed  || Date: 19/9/2023 || Time: 17:4:50 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 19/9/2023 || Time: 17:22:19 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 19/9/2023 || Time: 17:22:32 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 19/9/2023 || Time: 17:23:15 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 19/9/2023 || Time: 17:23:36 BST
/api/admin/editBookData || Status: books validation failed: price: Path `price` (0.45) is less than minimum allowed value (5). || Date: 19/9/2023 || Time: 17:23:36 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 19/9/2023 || Time: 17:32:31 BST
/api/admin/editBookData || Status: books validation failed: price: Path `price` (0.45) is less than minimum allowed value (5). || Date: 19/9/2023 || Time: 17:32:34 BST
/api/admin/editBookData || Status: Successfully accessed  || Date: 19/9/2023 || Time: 17:34:35 BST
/api/admin/deleteUserData || Status: Successfully accessed  || Date: 19/9/2023 || Time: 17:36:17 BST
/api/admin/deleteUserData || Status: Cast to ObjectId failed for value "" (type string) at path "user" for model "authentication" || Date: 19/9/2023 || Time: 17:36:17 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 19/9/2023 || Time: 17:44:14 BST
/api/admin/addNewBook || Status: Successfully accessed  || Date: 19/9/2023 || Time: 17:44:44 BST
